title,release_date,rating,imdb_id,tmbd_id,runtime,genres,budget,revenue
The Exception,2017-06-02,R,tt4721124,339987,107.0,[['Drama']],0,708973
Red Army,2014-08-13,PG,tt3264102,256876,76.0,"[['Documentary', 'History']]",0,694600
I Spit on Your Grave 2,2013-08-25,R,tt2537176,207768,106.0,"[['Thriller', 'Horror', 'Crime']]",0,678604
Forks Over Knives,2011-05-06,PG,tt1567233,64288,90.0,[['Documentary']],0,664747
Wilson,2017-03-24,R,tt1781058,346681,94.0,[['Comedy']],0,653951
Parkland,2013-10-02,PG-13,tt2345112,209262,94.0,"[['History', 'Drama']]",10000000,653651
Salinger,2013-09-06,PG-13,tt1596753,180314,125.0,[['Documentary']],2000000,650675
All I See Is You,2016-09-14,R,tt4486986,345923,110.0,"[['Mystery', 'Thriller']]",30000000,646946
The Stanford Prison Experiment,2015-07-17,R,tt0420293,308032,122.0,[['Thriller']],0,643557
The Greatest Movie Ever Sold,2011-04-22,PG-13,tt1743720,58492,87.0,"[['Comedy', 'Documentary']]",0,621951
American Psycho the Musical,2016-03-24,PG-13,,727528,162.0,"[['Music', 'Horror', 'Comedy']]",8800000,620000
The Bronze,2016-01-22,R,tt3859304,308453,108.0,"[['Drama', 'Comedy']]",3500000,615816
The Ledge,2011-05-06,R,tt1535970,63493,101.0,"[['Drama', 'Thriller']]",10000000,610986
Not Fade Away,2012-12-21,R,tt1230215,128270,112.0,[['Drama']],20000000,610792
We Steal Secrets: The Story of WikiLeaks,2013-05-24,R,tt1824254,159154,127.0,[['Documentary']],0,602042
Tracers,2015-01-15,PG-13,tt2401097,290764,94.0,"[['Action', 'Crime', 'Drama']]",11000000,593683
To the Wonder,2012-09-02,R,tt1595656,60281,112.0,"[['Drama', 'Romance']]",112,587615
Thunderstruck,2012-08-24,PG,tt2041488,119738,94.0,[['Comedy']],587211,587211
Cooties,2014-10-10,R,tt2490326,241843,88.0,"[['Comedy', 'Horror']]",0,581011
Novitiate,2017-10-27,R,tt4513316,411976,123.0,[['Drama']],0,580346
Freeheld,2015-10-02,PG-13,tt1658801,306745,103.0,"[['Romance', 'Drama']]",7000000,573335
I Spit on Your Grave,2010-06-17,R,tt1242432,43947,108.0,"[['Thriller', 'Crime', 'Horror']]",2000000,572809
Knight of Cups,2015-02-08,R,tt2101383,86835,118.0,"[['Romance', 'Drama']]",0,566006
The Virginity Hit,2010-09-24,R,tt1695994,42889,120.0,[['Comedy']],2000000,563706
House of Good and Evil,2013-04-26,PG-13,tt1068953,239019,108.0,"[['Horror', 'Thriller']]",150000,560000
Bitter Harvest,2017-01-31,R,tt3182620,403390,103.0,"[['War', 'Drama', 'History', 'Romance']]",20000000,557241
Viral,2016-02-18,R,tt2597892,336455,86.0,"[['Drama', 'Horror', 'Science Fiction']]",0,551760
Being Flynn,2012-03-02,R,tt0455323,78571,102.0,[['Drama']],0,540152
Jack Goes Boating,2010-09-23,R,tt1278379,43943,89.0,"[['Comedy', 'Drama', 'Romance']]",0,538000
Creature,2011-09-09,R,tt1686018,73963,95.0,[['Horror']],3000000,533235
Dom Hemingway,2013-11-15,R,tt2402105,192134,93.0,"[['Comedy', 'Crime', 'Drama']]",0,523511
The Reluctant Fundamentalist,2013-03-17,R,tt2032557,121677,130.0,[['Thriller']],0,519535
The One I Love,2014-08-08,R,tt2756032,242090,91.0,"[['Romance', 'Comedy', 'Drama']]",0,513447
Bikini Spring Break,2012-06-26,R,tt2304517,114574,87.0,[['Comedy']],500000,500000
The Ward,2010-09-13,R,tt1369706,45657,88.0,"[['Horror', 'Thriller']]",10000000,498974
Steve Jobs: The Man in the Machine,2015-08-07,R,tt4425064,324308,129.0,[['Documentary']],0,494506
Breathe,2017-10-13,PG-13,tt5716464,407445,118.0,"[['Drama', 'Romance']]",0,477815
Wiener-Dog,2016-06-24,R,tt4144190,326094,88.0,"[['Comedy', 'Drama']]",0,469311
"Men, Women & Children",2014-10-17,PG-13,tt3179568,243684,116.0,"[['Drama', 'Comedy']]",0,461162
The Extra Man,2010-08-01,R,tt1361313,47088,108.0,[['Comedy']],7000000,453079
Kill List,2011-09-02,R,tt1788391,74725,95.0,"[['Horror', 'Thriller', 'Crime']]",500000,450275
Dark Tide,2012-03-28,PG-13,tt1507563,59963,113.0,"[['Thriller', 'Adventure', 'Drama']]",25000000,432274
Cold in July,2014-05-23,R,tt1179031,244509,109.0,"[['Drama', 'Thriller']]",0,427418
The Rental,2020-07-23,R,tt10003008,587496,88.0,"[['Horror', 'Thriller', 'Drama']]",0,420871
Shadow Dancer,2012-02-12,R,tt1770734,84336,101.0,[['Thriller']],6300000,419953
Voiceless,2016-10-07,PG-13,tt2603600,401032,107.0,[['Drama']],250000,418940
Tales of Halloween,2015-10-16,R,tt4163020,306964,90.0,[['Horror']],0,416792
The Ottoman Lieutenant,2017-03-10,R,tt4943322,433356,111.0,"[['Romance', 'Drama', 'War']]",40000000,413844
Sleeping Beauty,2011-06-10,R,tt1588398,64586,102.0,"[['Drama', 'Romance']]",10000000,408680
The 5th Quarter,2011-03-25,PG-13,tt1130964,59728,97.0,[['Drama']],6000000,399611
Buck,2011-06-17,PG,tt1753549,67273,89.0,[['Documentary']],0,386749
The Armstrong Lie,2013-09-08,R,tt1638364,214083,124.0,[['Documentary']],0,383294
Hesher,2010-01-22,R,tt1403177,44835,106.0,[['Drama']],7000000,382946
Smashed,2012-09-12,R,tt2063781,84341,85.0,"[['Comedy', 'Drama']]",500000,376597
Glen Campbell: I'll Be Me,2014-04-24,PG,tt2049586,285689,116.0,"[['Documentary', 'Music']]",0,365522
K-12,2019-09-05,R,tt10521814,616584,92.0,"[['Music', 'Horror', 'Fantasy']]",50000,359377
Another Happy Day,2011-11-18,R,tt1719071,60422,119.0,"[['Comedy', 'Drama']]",4000000,355688
The Face of Love,2013-10-25,PG-13,tt1839642,214086,92.0,"[['Drama', 'Romance']]",4000000,350006
The Tempest,2010-12-10,PG-13,tt1274300,44638,110.0,"[['Drama', 'Fantasy']]",20000000,346594
Drinking Buddies,2013-08-23,R,tt2265398,172533,90.0,"[['Romance', 'Drama']]",0,343341
Jimi: All Is by My Side,2013-09-07,R,tt2402085,192133,118.0,"[['Drama', 'Music']]",0,340911
I Origins,2014-07-18,R,tt2884206,244267,106.0,"[['Science Fiction', 'Drama']]",0,336472
Freaks,2019-09-13,R,tt8781414,539892,105.0,"[['Science Fiction', 'Thriller', 'Drama', 'Mystery']]",0,333593
Mooz-lum,2011-02-11,PG-13,tt1450328,66025,95.0,[['Drama']],0,330048
Liberal Arts,2012-09-14,PG-13,tt1872818,84306,97.0,"[['Romance', 'Comedy', 'Drama']]",0,327345
Flower,2017-03-16,R,tt2582784,421471,94.0,"[['Drama', 'Comedy']]",0,327231
Camp,2013-02-22,PG-13,tt2371287,179812,111.0,[['Drama']],200000,325000
Super,2010-09-09,R,tt1512235,45132,96.0,"[['Comedy', 'Action', 'Drama']]",2500000,324138
The Poison Rose,2019-05-23,R,tt5862166,529983,98.0,"[['Thriller', 'Crime']]",0,323754
Acts of Vengeance,2017-10-27,R,tt6288694,445954,87.0,"[['Thriller', 'Action', 'Drama']]",10000000,320705
Welcome to the Rileys,2010-10-29,R,tt1183923,31007,110.0,[['Drama']],0,317382
Good Kill,2015-04-09,R,tt3297330,253626,104.0,[['Drama']],0,316472
The Machine,2013-04-25,R,tt2317225,174675,92.0,"[['Science Fiction', 'Thriller']]",1500000,314131
The Breadwinner,2017-11-17,PG-13,tt3901826,435129,94.0,"[['Animation', 'Drama', 'War', 'Family']]",0,312381
Clemency,2019-12-27,R,tt5577494,565307,112.0,[['Drama']],0,309776
In the Land of Blood and Honey,2011-12-23,R,tt1714209,79777,127.0,"[['Drama', 'Romance', 'War']]",10000000,303877
Hitchcock/Truffaut,2015-09-04,PG-13,tt3748512,339751,81.0,[['Documentary']],0,302459
Something from Nothing: The Art of Rap,2012-06-15,R,tt2062996,84342,106.0,[['Documentary']],0,288312
Being Elmo: A Puppeteer's Journey,2011-10-21,PG,tt1787660,75301,80.0,"[['Documentary', 'Family']]",0,286201
I Do... Until I Don't,2017-09-01,R,tt3234084,395474,103.0,[['Comedy']],0,280668
Night Moves,2014-04-23,R,tt2043933,157823,112.0,"[['Thriller', 'Drama']]",0,271755
Life of Crime,2013-09-14,R,tt1663207,209189,94.0,"[['Comedy', 'Crime']]",12000000,265452
Black Death,2010-06-07,R,tt1181791,41215,102.0,"[['Action', 'Drama', 'Horror', 'Mystery', 'Thriller']]",0,265318
The Family Fang,2016-04-16,R,tt2097331,291264,105.0,"[['Comedy', 'Drama', 'Mystery']]",0,262921
Aftermath,2017-02-28,R,tt4581576,390051,92.0,"[['Drama', 'Thriller']]",10500000,261465
Great Expectations,2012-11-30,PG-13,tt1836808,121674,128.0,"[['Drama', 'Romance']]",0,258656
The Music Never Stopped,2011-03-18,PG,tt1613062,56401,105.0,[['Drama']],4000000,253899
London Fields,2018-09-20,R,tt1273221,220882,118.0,"[['Crime', 'Mystery', 'Thriller', 'Drama']]",8000000,252676
Lola Versus,2012-04-24,R,tt1710417,100529,87.0,[['Comedy']],0,252603
Love,2015-07-06,NC-17,tt3774694,292431,134.0,"[['Drama', 'Romance']]",3000000,249083
Band Aid,2017-06-02,R,tt5816374,426230,91.0,"[['Comedy', 'Drama', 'Music']]",10000000,248370
STREET CODE,2018-01-01,PG,,671116,89.0,"[['Action', 'Drama', 'Crime']]",50000,239000
The Two Popes,2019-11-27,PG-13,tt8404614,551332,125.0,"[['Drama', 'Comedy', 'History']]",0,232638
Angel of Mine,2019-08-15,R,tt7058080,515741,98.0,"[['Drama', 'Thriller', 'Mystery']]",0,230193
Slow West,2015-04-16,R,tt3205376,223485,84.0,"[['Romance', 'Thriller', 'Western', 'Drama', 'Action']]",0,229094
A Royal Night Out,2015-05-14,PG-13,tt1837562,300155,97.0,"[['Romance', 'Comedy']]",0,228136
Supersonic,2016-10-02,R,tt5213534,412924,117.0,"[['Documentary', 'Music']]",0,226286
Life in a Day,2011-01-27,PG-13,tt1687247,66150,95.0,"[['Documentary', 'Drama']]",45202,225861
Conan O'Brien Can't Stop,2011-06-24,R,tt1864288,65058,89.0,[['Documentary']],0,223959
Happythankyoumoreplease,2011-03-04,R,tt1481572,47218,100.0,"[['Comedy', 'Romance', 'Drama']]",0,215576
The Awakening,2011-08-17,R,tt1687901,77949,107.0,"[['Horror', 'Thriller']]",4798235,209696
Rob the Mob,2014-03-21,R,tt2481480,243935,104.0,"[['Crime', 'Drama']]",0,206909
Henry's Crime,2010-01-14,R,tt1220888,53172,108.0,"[['Crime', 'Comedy']]",12000000,204940
10 Years,2011-09-12,PG-13,tt1715873,58547,100.0,"[['Comedy', 'Drama']]",0,203373
Berlin Syndrome,2017-04-20,R,tt3335606,363126,116.0,"[['Mystery', 'Thriller', 'Drama']]",0,201719
The Double,2014-04-04,R,tt1825157,146015,93.0,"[['Thriller', 'Drama']]",0,200406
Merchants of Doubt,2014-11-08,PG-13,tt3675568,288789,96.0,[['Documentary']],0,192400
Stonewall,2015-09-18,R,tt3018070,273899,129.0,"[['Drama', 'History']]",13500000,187674
Maggie,2015-05-08,PG-13,tt1881002,287424,95.0,"[['Horror', 'Drama', 'Mystery']]",4000000,187112
The Bad Batch,2017-06-23,R,tt4334266,316154,119.0,"[['Drama', 'Horror', 'Thriller']]",6000000,180851
The Hunter,2011-10-06,R,tt1703148,70954,102.0,"[['Drama', 'Thriller', 'Adventure']]",0,176669
Serena,2014-10-12,R,tt1247690,164251,102.0,[['Drama']],0,176391
Butter,2011-09-03,R,tt1349451,79697,90.0,[['Comedy']],0,175706
A.C.O.D.,2013-10-03,R,tt1311060,115283,88.0,[['Comedy']],0,175705
God's Pocket,2014-05-09,R,tt2920808,244517,88.0,[['Drama']],0,169976
Mom and Dad,2017-09-09,R,tt5462326,401561,84.0,"[['Thriller', 'Horror', 'Comedy']]",0,169209
Man Down,2015-09-12,R,tt2461520,296523,90.0,"[['Thriller', 'Drama']]",0,167085
Time Out of Mind,2014-09-07,PG,tt3505712,284294,120.0,[['Drama']],0,166775
Palm Springs,2020-01-26,R,tt9484998,587792,90.0,"[['Comedy', 'Romance', 'Science Fiction']]",0,164000
Restless,2011-09-16,PG-13,tt1498569,47760,91.0,"[['Drama', 'Romance']]",8000000,163265
The King,2018-06-22,R,tt6775942,452226,107.0,[['Documentary']],0,162589
Hell & Back,2015-10-02,R,tt2141773,336313,86.0,"[['Fantasy', 'Comedy', 'Animation', 'Adventure']]",0,157768
Hatchet II,2010-08-26,R,tt1270835,43919,89.0,"[['Horror', 'Comedy', 'Thriller']]",2500000,156190
The Secret Scripture,2016-11-04,PG-13,tt3344694,283591,108.0,[['Drama']],0,152761
Jinn,2014-04-04,PG-13,tt1562899,52653,97.0,[['Thriller']],0,149337
Krisha,2016-03-18,R,tt4266638,323929,81.0,"[['Drama', 'Horror']]",0,144822
Terri,2011-07-01,R,tt1687281,51993,105.0,"[['Comedy', 'Drama']]",0,144633
We Die Young,2019-05-09,R,tt7903530,538207,93.0,"[['Drama', 'Action', 'Crime', 'Thriller']]",0,143837
Manglehorn,2015-06-03,PG-13,tt2893490,254905,97.0,[['Drama']],4000000,143101
Chain Letter,2010-10-01,R,tt1148200,38033,96.0,"[['Horror', 'Thriller']]",5000000,143000
Good Ol' Freda,2013-09-06,PG,tt2505938,173301,86.0,"[['Music', 'Documentary', 'History']]",0,135039
Tumbledown,2015-04-18,R,tt2338424,207936,105.0,"[['Music', 'Romance', 'Comedy', 'Drama']]",0,135026
LUV,2013-01-18,R,tt1907707,83890,94.0,"[['Crime', 'Drama']]",0,134634
Cop Car,2015-08-07,R,tt3813310,310133,86.0,[['Thriller']],0,134552
Pure Country 2: The Gift,2010-10-15,PG,tt1549571,58936,112.0,"[['Drama', 'Music', 'Romance']]",0,133771
Momentum,2015-08-01,R,tt3181776,346808,96.0,"[['Action', 'Thriller']]",20000000,133332
Mississippi Grind,2015-07-04,R,tt2349144,309242,108.0,"[['Drama', 'Thriller']]",0,130541
Trial by Fire,2019-05-17,R,tt3263946,481880,127.0,"[['Drama', 'Crime']]",0,130000
Bunraku,2010-09-01,R,tt1181795,30618,118.0,"[['Thriller', 'Action', 'Drama']]",25000000,129706
Support the Girls,2018-08-24,R,tt6859352,456086,91.0,"[['Drama', 'Comedy']]",0,129124
City of Ghosts,2017-07-14,R,tt6333056,428501,90.0,"[['War', 'Documentary']]",0,128015
Anne of Green Gables,2016-02-15,G,tt4820224,397520,85.0,"[['Drama', 'Family', 'TV Movie']]",0,127345
Boulevard,2014-04-20,R,tt2624412,259963,88.0,[['Drama']],0,126150
The Magic of Belle Isle,2012-07-06,PG,tt1839654,101731,109.0,"[['Comedy', 'Drama']]",0,123821
The Romantics,2010-09-10,PG-13,tt1403988,41556,95.0,"[['Comedy', 'Drama', 'Romance']]",4500000,123820
Z for Zachariah,2015-08-13,PG-13,tt1598642,193687,97.0,[['Science Fiction']],0,121461
Afflicted,2014-04-04,R,tt2309961,210947,85.0,"[['Horror', 'Thriller']]",318000,121179
Cowgirls n' Angels,2012-05-25,PG,tt1894561,105528,92.0,"[['Drama', 'Family']]",0,120680
Holy Ghost People,2013-03-10,R,tt2298224,172792,93.0,"[['Drama', 'Thriller']]",2000000,120000
Trust,2010-09-10,R,tt1529572,44945,104.0,"[['Crime', 'Drama', 'Thriller']]",9500000,120000
Spark: A Space Tail,2017-04-14,PG,tt3228088,322487,97.0,"[['Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction']]",0,116873
She's Funny That Way,2015-04-22,R,tt1767372,245906,93.0,[['Comedy']],0,111996
Saint John of Las Vegas,2010-01-29,R,tt1276105,27023,84.0,[['Comedy']],3800000,111731
Strangerland,2015-07-01,R,tt2325977,245846,111.0,"[['Drama', 'Thriller', 'Mystery']]",10000000,111107
Adult Beginners,2014-09-08,R,tt3318750,287587,90.0,"[['Drama', 'Comedy']]",0,108808
The English Teacher,2013-05-16,R,tt2055765,174321,91.0,"[['Comedy', 'Drama', 'Romance']]",0,104810
Results,2015-05-29,R,tt3824412,294132,105.0,[['Comedy']],0,104507
Freakonomics,2010-10-01,PG-13,tt1152822,43942,93.0,[['Documentary']],3000000,103735
Every Secret Thing,2014-04-20,R,tt1706598,258284,93.0,"[['Thriller', 'Drama', 'Crime', 'Mystery']]",0,103536
Coherence,2013-09-19,PG,tt2866360,220289,89.0,"[['Thriller', 'Science Fiction']]",0,102617
Bellflower,2011-04-16,R,tt1242599,58699,106.0,"[['Action', 'Drama', 'Romance']]",17000,101236
Precious Cargo,2016-07-15,R,tt4651410,384737,99.0,"[['Action', 'Crime', 'Thriller']]",10500000,100659
V/H/S,2012-07-28,R,tt2105044,84348,116.0,"[['Thriller', 'Horror']]",0,100345
The Dark Days of Demetrius,2019-09-23,NC-17,,628637,60.0,[['Horror']],10000,100000
Open Windows,2014-07-04,R,tt2409818,151368,101.0,"[['Thriller', 'Action', 'Crime']]",4000000,100000
Rubber,2010-11-09,R,tt1612774,45649,85.0,"[['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']]",500000,98017
A Little Help,2010-07-22,R,tt1319722,65056,109.0,"[['Comedy', 'Drama', 'Romance']]",0,96868
Stitches,2012-05-19,R,tt2126362,115210,86.0,[['Horror']],100000,95000
Final: The Rapture,2013-09-13,PG-13,tt2710368,224903,90.0,[['Thriller']],0,92100
Evil Bong 3: The Wrath of Bong,2011-04-08,R,tt1791500,74943,86.0,"[['Comedy', 'Horror', 'Science Fiction']]",0,91260
The Last Mountain,2011-06-03,PG,tt1787816,53328,95.0,[['Documentary']],0,90425
Breathe In,2013-01-18,R,tt1999987,158907,98.0,[['Drama']],0,89661
Byzantium,2012-09-09,R,tt1531901,102780,118.0,"[['Drama', 'Fantasy', 'Thriller']]",10000000,89237
Salvation Boulevard,2011-07-15,PG,tt1251743,51995,96.0,"[['Comedy', 'Thriller', 'Action', 'Drama']]",0,89182
Crazy on the Outside,2010-01-08,PG-13,tt1196134,35458,136.0,"[['Comedy', 'Romance']]",0,88335
Life After Beth,2014-08-15,R,tt2581244,244566,90.0,"[['Romance', 'Comedy', 'Horror']]",2400000,88273
Bullet Head,2017-12-07,R,tt6204340,480572,93.0,"[['Drama', 'Crime', 'Thriller']]",0,87465
Blood Done Sign My Name,2010-02-01,PG-13,tt1210039,41894,0.0,"[['Drama', 'Crime']]",10000000,82739
We Are What We Are,2013-09-27,R,tt2309021,159128,105.0,"[['Drama', 'Horror', 'Thriller']]",0,81381
Stuck in Love,2013-06-14,R,tt2205697,111969,97.0,"[['Drama', 'Comedy']]",0,81071
Pixies,2015-06-05,G,tt1735462,348746,77.0,"[['Comedy', 'Animation']]",0,81000
The Innkeepers,2011-08-18,R,tt1594562,58428,102.0,"[['Horror', 'Thriller']]",750000,78396
Fast Color,2019-03-29,PG-13,tt6418778,450487,102.0,"[['Thriller', 'Drama', 'Science Fiction']]",0,76916
No One Lives,2013-03-09,R,tt1763264,123109,86.0,"[['Horror', 'Thriller']]",2900000,74918
Foodfight!,2012-06-15,PG,tt0249516,116977,87.0,"[['Animation', 'Action', 'Comedy', 'Family']]",65000000,73706
Freaks of Nature,2015-10-30,R,tt1817771,218784,92.0,"[['Science Fiction', 'Comedy', 'Horror']]",0,70958
The Better Angels,2014-01-18,PG,tt2316868,192142,95.0,"[['Drama', 'History']]",0,70918
Puncture,2011-09-23,R,tt1582248,72432,100.0,"[['Drama', 'Mystery']]",0,68945
Deadfall,2012-11-08,R,tt1667310,97614,95.0,"[['Crime', 'Drama', 'Thriller']]",12000000,66351
Eden,2014-11-19,R,tt3090634,283330,131.0,"[['Drama', 'Music']]",0,65460
The Jesus Rolls,2019-10-17,R,tt5974030,429416,85.0,"[['Comedy', 'Crime', 'Drama']]",0,64648
The Art of the Steal,2013-09-11,R,tt2172985,209247,90.0,"[['Comedy', 'Crime']]",0,64065
Beautiful Boy,2010-09-12,R,tt1533013,59437,101.0,[['Drama']],0,63931
Camp X-Ray,2014-10-17,R,tt2994190,244506,117.0,[['Drama']],1000000,59744
Walk of Shame,2014-05-02,R,tt2463288,187596,95.0,[['Comedy']],15000000,59209
Bomb City,2017-03-31,R,tt4351548,396774,95.0,"[['Drama', 'Crime']]",0,59000
Burning Bright,2010-08-17,PG-13,tt1244658,39957,89.0,"[['Drama', 'Horror', 'Thriller']]",0,58147
The Canyons,2013-07-29,R,tt2292959,109729,99.0,"[['Thriller', 'Drama']]",250000,56825
The Bag Man,2014-02-28,R,tt2212008,242076,108.0,"[['Crime', 'Drama', 'Thriller']]",0,56574
WWR Tournament For Tomorrow,2018-12-30,PG,tt9735328,599290,137.0,"[['Drama', 'Action']]",4432,55647
Bent,2018-03-09,R,tt2237324,505579,96.0,"[['Thriller', 'Crime']]",0,55429
Natural Selection,2011-03-13,R,tt1621426,59439,90.0,"[['Comedy', 'Drama']]",0,55282
Dirty Girl,2010-09-12,R,tt1107319,70695,90.0,"[['Drama', 'Comedy']]",4000000,55125
Inhale,2010-08-27,R,tt1196340,12645,100.0,"[['Drama', 'Action', 'Thriller']]",10000000,55089
Operation Avalanche,2016-07-29,R,tt3776826,376453,94.0,[['Thriller']],1250000,55000
Starred Up,2013-09-09,R,tt2567712,209276,106.0,[['Drama']],0,54915
In a Valley of Violence,2016-10-21,R,tt3608930,291356,104.0,"[['Crime', 'Thriller', 'Western', 'Action']]",0,53647
Aloft,2014-02-12,R,tt2494384,251321,112.0,[['Drama']],8000000,53086
Rescue Me: A Home 4 Spot,2019-10-08,G,tt10918524,679670,0.0,[['Documentary']],25000,50000
Screaming in High Heels: The Rise & Fall of the Scream Queen Era,2011-05-05,R,tt2007995,124887,63.0,[['Documentary']],0,50000
Decoding Annie Parker,2014-05-02,R,tt1464191,177047,91.0,[['Drama']],2000000,48390
Margaret,2011-09-30,R,tt0466893,44754,149.0,[['Drama']],14000000,46495
Ca$h,2010-01-01,R,tt1106860,27004,108.0,"[['Crime', 'Thriller', 'Comedy', 'Mystery']]",7000000,46488
The Longest Week,2014-09-05,PG-13,tt2064968,206821,86.0,"[['Comedy', 'Drama']]",0,46460
Beyond the Reach,2014-09-06,R,tt2911668,284289,95.0,[['Thriller']],0,45895
Lost River,2015-04-08,R,tt2366608,167810,95.0,"[['Fantasy', 'Thriller', 'Drama']]",2000000,45431
My Awkward Sexual Adventure,2012-09-11,R,tt2112210,128136,98.0,"[['Comedy', 'Romance']]",0,45250
The Opposite Sex,2014-11-08,R,tt2796678,301748,96.0,[['Comedy']],3300000,45000
Bar Wrestling 21: Breastlemania,2018-10-17,PG,tt9876312,599282,86.0,"[['Action', 'Drama']]",8799,44566
The Wedding Year,2019-09-20,R,tt8367184,521844,90.0,[['Comedy']],0,41767
CBGB,2013-10-11,R,tt1786751,111479,101.0,"[['Drama', 'Music']]",5000000,40400
Killing Season,2013-07-12,R,tt1480295,77663,91.0,"[['Action', 'Thriller']]",0,39881
Before We Go,2014-09-11,PG-13,tt0443465,283350,89.0,"[['Drama', 'Romance', 'Comedy']]",0,37151
The Death of Dick Long,2019-09-27,R,tt9356952,565383,100.0,"[['Comedy', 'Crime', 'Drama']]",0,36586
The Dark And Snowy Knight,2018-12-25,PG-13,,710095,12.0,"[['Action', 'Drama', 'Comedy']]",42456,35348
Touchy Feely,2013-09-06,R,tt2364949,154282,89.0,[['Drama']],0,35022
Imperium,2016-08-19,R,tt4781612,374617,109.0,"[['Crime', 'Drama', 'Thriller', 'Mystery']]",0,35000
Mr. Right,2016-02-29,R,tt2091935,333385,95.0,"[['Comedy', 'Action', 'Romance']]",8000000,34694
White Bird in a Blizzard,2014-08-14,R,tt2238050,157825,91.0,"[['Thriller', 'Drama']]",0,33821
Big Sur,2013-11-01,R,tt1462411,156277,100.0,[['Drama']],0,33621
Stake Land,2010-09-30,R,tt1464580,52015,98.0,"[['Drama', 'Horror', 'Science Fiction']]",650000,33245
Song One,2015-01-22,PG-13,tt2182972,244783,86.0,[['Drama']],6000000,32251
Anesthesia,2016-01-08,R,tt3317208,277710,90.0,"[['Drama', 'Thriller']]",0,32163
Meet Monica Velour,2010-06-04,R,tt1291549,56928,98.0,"[['Comedy', 'Drama', 'Romance']]",5000000,31649
Don Verdean,2015-12-01,PG-13,tt3534282,309298,96.0,[['Comedy']],0,31309
L!fe Happens,2011-06-18,R,tt1726589,91070,100.0,[['Comedy']],930000,30905
The Bay,2012-09-13,R,tt1713476,123105,84.0,"[['Horror', 'Science Fiction', 'Thriller']]",0,30668
Hide Away,2012-05-25,PG-13,tt1536374,109894,88.0,[['Drama']],0,30655
Bonta 3D,2013-08-02,PG,tt3468298,274286,80.0,[[]],0,29203
"Like Sunday, Like Rain",2014-03-01,R,tt3104818,225044,104.0,"[['Drama', 'Music']]",0,28208
Pelé: Birth of a Legend,2016-05-06,PG,tt0995868,245913,107.0,[['Drama']],0,27312
